collectionAssignmentId;collectorName;producerName;collectionDate;pointName;volumen
14027;Jane Doe;David Thompson;4/6/2023;Kansas City;786
14028;Ethan Wilson;David Thompson;4/6/2023;Chicago;879
14029;Thomas Martinez;David Thompson;4/6/2023;Philadelphia;154
14030;Benjamin Kim;David Thompson;4/6/2023;Orlando;726
14031;Thomas Martinez;David Thompson;4/6/2023;Indianapolis;927
14032;Lucas Wong;David Thompson;4/6/2023;Washington, D.C.;869
14033;John Smith;David Thompson;4/6/2023;Boston;976
14034;Avery Brown;David Thompson;4/6/2023;Miami;931
14035;Emily Chen;David Thompson;4/6/2023;Los Angeles;262
14036;Robert Johnson;David Thompson;4/6/2023;Boston;149
14037;Avery Brown;David Thompson;4/6/2023;Atlanta;507
14038;Robert Johnson;David Thompson;4/6/2023;Philadelphia;578
14039;John Smith;David Thompson;4/6/2023;Boston;77
14040;Sophia Nguyen;David Thompson;4/6/2023;Seattle;75
14041;Jane Doe;David Thompson;4/6/2023;Miami;192
14042;Emily Chen;David Thompson;4/6/2023;Orlando;629
14043;Samantha Lee;David Thompson;4/6/2023;Denver;19
14044;Thomas Martinez;David Thompson;4/6/2023;San Francisco;509
14045;Lucas Wong;David Thompson;4/6/2023;Philadelphia;233
14046;Avery Brown;David Thompson;4/6/2023;New York;101
14047;Thomas Martinez;David Thompson;4/6/2023;Boston;50
14048;John Smith;David Thompson;4/6/2023;Atlanta;106
14049;Olivia Davis;David Thompson;4/6/2023;Los Angeles;841
14050;Olivia Davis;David Thompson;4/6/2023;Miami;520
14051;Sophia Nguyen;David Thompson;4/6/2023;Los Angeles;937
14052;Michael Kim;David Thompson;4/6/2023;Houston;138
14053;Isabella Jackson;David Thompson;4/6/2023;Kansas City;393
14054;Avery Brown;David Thompson;4/6/2023;Boston;551
14055;John Smith;David Thompson;4/6/2023;New York;586
14056;Olivia Davis;David Thompson;4/6/2023;Denver;984
14057;Robert Johnson;David Thompson;4/6/2023;Orlando;250
14058;Samantha Lee;David Thompson;4/6/2023;Houston;598
14059;Thomas Martinez;David Thompson;4/6/2023;New York;266
14060;Samantha Lee;David Thompson;4/6/2023;Kansas City;950
14061;Lucas Wong;David Thompson;4/6/2023;Miami;647
14062;Olivia Davis;David Thompson;4/6/2023;Miami;539
14063;Olivia Davis;David Thompson;4/6/2023;Philadelphia;820
14064;Olivia Davis;David Thompson;4/6/2023;Houston;901
14065;Olivia Davis;David Thompson;4/6/2023;Kansas City;366
14066;Isabella Jackson;David Thompson;4/6/2023;Chicago;38
14067;William Rodriguez;David Thompson;4/6/2023;New York;866
14068;Benjamin Kim;David Thompson;4/6/2023;Philadelphia;935
14069;William Rodriguez;David Thompson;4/6/2023;New York;905
14070;Emily Chen;David Thompson;4/6/2023;Orlando;587
14071;Sophia Nguyen;David Thompson;4/6/2023;Boston;915
14072;Isabella Jackson;David Thompson;4/6/2023;Indianapolis;900
14073;Lucas Wong;David Thompson;4/6/2023;Boston;979
14074;Thomas Martinez;David Thompson;4/6/2023;New York;174
14075;Benjamin Kim;David Thompson;4/6/2023;Seattle;245
14076;William Rodriguez;David Thompson;4/6/2023;Miami;138
14077;Olivia Davis;David Thompson;4/6/2023;Philadelphia;185
14078;John Smith;David Thompson;4/6/2023;Orlando;554
14079;Jane Doe;David Thompson;4/6/2023;Boston;209
14080;John Smith;David Thompson;4/6/2023;Washington, D.C.;315
14081;Robert Johnson;David Thompson;4/6/2023;Chicago;928
14082;Michael Kim;David Thompson;4/6/2023;Los Angeles;916
14083;William Rodriguez;David Thompson;4/6/2023;Kansas City;261
14084;Samantha Lee;David Thompson;4/6/2023;Indianapolis;816
14085;Avery Brown;David Thompson;4/6/2023;New York;843
14086;Samantha Lee;David Thompson;4/6/2023;Atlanta;921
14087;Olivia Davis;David Thompson;4/6/2023;Houston;20
14088;Isabella Jackson;David Thompson;4/6/2023;Houston;464
14089;Michael Kim;David Thompson;4/6/2023;New York;991
14090;Thomas Martinez;David Thompson;4/6/2023;Atlanta;499
14091;Emily Chen;David Thompson;4/6/2023;Houston;723
14092;Emily Chen;David Thompson;4/6/2023;San Francisco;837
14093;William Rodriguez;David Thompson;4/6/2023;Seattle;485
14094;Michael Kim;David Thompson;4/6/2023;Atlanta;926
14095;Sophia Nguyen;David Thompson;4/6/2023;Miami;679
14096;Sophia Nguyen;David Thompson;4/6/2023;San Francisco;309
14097;Thomas Martinez;David Thompson;4/6/2023;Houston;879
14098;Avery Brown;David Thompson;4/6/2023;Miami;772
14099;John Smith;David Thompson;4/6/2023;Atlanta;342
14100;John Smith;David Thompson;4/6/2023;Philadelphia;109
14101;Benjamin Kim;David Thompson;4/6/2023;Kansas City;979
14102;Benjamin Kim;David Thompson;4/6/2023;Orlando;944
14103;Emily Chen;David Thompson;4/6/2023;Orlando;461
14104;Ethan Wilson;David Thompson;4/6/2023;Denver;781
14105;Sophia Nguyen;David Thompson;4/6/2023;Los Angeles;337
14106;John Smith;David Thompson;4/6/2023;Miami;434
14107;Michael Kim;David Thompson;4/6/2023;San Francisco;686
14108;Sophia Nguyen;David Thompson;4/6/2023;Miami;423
14109;Robert Johnson;David Thompson;4/6/2023;San Francisco;313
14110;Emily Chen;David Thompson;4/6/2023;Atlanta;266
14111;Jane Doe;David Thompson;4/6/2023;Indianapolis;737
14112;Isabella Jackson;David Thompson;4/6/2023;Indianapolis;709
14113;John Smith;David Thompson;4/6/2023;Denver;421
14114;William Rodriguez;David Thompson;4/6/2023;Los Angeles;290
14115;Sophia Nguyen;David Thompson;4/6/2023;Miami;674
14116;Isabella Jackson;David Thompson;4/6/2023;Seattle;373
14117;Emily Chen;David Thompson;4/6/2023;Indianapolis;332
14118;Samantha Lee;David Thompson;4/6/2023;Kansas City;911
14119;John Smith;David Thompson;4/6/2023;Denver;901
14120;Benjamin Kim;David Thompson;4/6/2023;Indianapolis;648
14121;Michael Kim;David Thompson;4/6/2023;Seattle;336
14122;Ethan Wilson;David Thompson;4/6/2023;Houston;148
14123;Sophia Nguyen;David Thompson;4/6/2023;New York;390
14124;Benjamin Kim;David Thompson;4/6/2023;Chicago;865
14125;Robert Johnson;David Thompson;4/6/2023;Houston;191
14126;Robert Johnson;David Thompson;4/6/2023;Los Angeles;249
14127;Emily Chen;David Thompson;4/6/2023;Indianapolis;249
14128;John Smith;David Thompson;4/6/2023;San Francisco;734
14129;Lucas Wong;David Thompson;4/6/2023;Washington, D.C.;874
14130;Olivia Davis;David Thompson;4/6/2023;Houston;110
14131;Robert Johnson;David Thompson;4/6/2023;Indianapolis;729
14132;Samantha Lee;David Thompson;4/6/2023;Kansas City;645
14133;Jane Doe;David Thompson;4/6/2023;Indianapolis;953
14134;Benjamin Kim;David Thompson;4/6/2023;Miami;152
14135;William Rodriguez;David Thompson;4/6/2023;San Francisco;218
14136;Robert Johnson;David Thompson;4/6/2023;Atlanta;970
14137;Emily Chen;David Thompson;4/6/2023;Chicago;185
14138;Olivia Davis;David Thompson;4/6/2023;New York;890
14139;William Rodriguez;David Thompson;4/6/2023;Seattle;293
14140;Benjamin Kim;David Thompson;4/6/2023;Philadelphia;120
14141;Isabella Jackson;David Thompson;4/6/2023;Washington, D.C.;425
14142;Isabella Jackson;David Thompson;4/6/2023;Los Angeles;943
14143;Benjamin Kim;David Thompson;4/6/2023;Indianapolis;597
14144;Robert Johnson;David Thompson;4/6/2023;Denver;598
14145;Michael Kim;David Thompson;4/6/2023;Chicago;436
14146;Ethan Wilson;David Thompson;4/6/2023;Atlanta;203
14147;Jane Doe;David Thompson;4/6/2023;Kansas City;347
14148;Jane Doe;David Thompson;4/6/2023;Washington, D.C.;928
14149;Samantha Lee;David Thompson;4/6/2023;New York;110
14150;Robert Johnson;David Thompson;4/6/2023;Kansas City;775
14151;Olivia Davis;David Thompson;4/6/2023;Boston;411
14152;Emily Chen;David Thompson;4/6/2023;Orlando;825
14153;William Rodriguez;David Thompson;4/6/2023;Boston;669
14154;Samantha Lee;David Thompson;4/6/2023;Philadelphia;599
14155;Emily Chen;David Thompson;4/6/2023;Orlando;660
14156;Lucas Wong;David Thompson;4/6/2023;Philadelphia;958
14157;Ethan Wilson;David Thompson;4/6/2023;Houston;756
14158;Sophia Nguyen;David Thompson;4/6/2023;Los Angeles;89
14159;Benjamin Kim;David Thompson;4/6/2023;Indianapolis;605
14160;Michael Kim;David Thompson;4/6/2023;Orlando;533
14161;Michael Kim;David Thompson;4/6/2023;Denver;66
14162;Avery Brown;David Thompson;4/6/2023;Chicago;120
14163;Thomas Martinez;David Thompson;4/6/2023;Los Angeles;935
14164;Avery Brown;David Thompson;4/6/2023;Seattle;964
14165;Robert Johnson;David Thompson;4/6/2023;San Francisco;290
14166;Sophia Nguyen;David Thompson;4/6/2023;Seattle;738
14167;John Smith;David Thompson;4/6/2023;Seattle;362
14168;Avery Brown;David Thompson;4/6/2023;Denver;159
14169;Sophia Nguyen;David Thompson;4/6/2023;Boston;188
14170;Emily Chen;David Thompson;4/6/2023;Orlando;699
14171;Samantha Lee;David Thompson;4/6/2023;Orlando;405
14172;John Smith;David Thompson;4/6/2023;Atlanta;2
14173;Isabella Jackson;David Thompson;4/6/2023;Washington, D.C.;586
14174;John Smith;David Thompson;4/6/2023;Denver;447
14175;Lucas Wong;David Thompson;4/6/2023;Indianapolis;629
14176;Benjamin Kim;David Thompson;4/6/2023;Miami;833
14177;Samantha Lee;David Thompson;4/6/2023;Houston;384
14178;Thomas Martinez;David Thompson;4/6/2023;Philadelphia;470
14179;Benjamin Kim;David Thompson;4/6/2023;Miami;990
14180;Jane Doe;David Thompson;4/6/2023;San Francisco;577
14181;Robert Johnson;David Thompson;4/6/2023;Kansas City;252
14182;Michael Kim;David Thompson;4/6/2023;Miami;672
14183;Lucas Wong;David Thompson;4/6/2023;Houston;447
14184;Emily Chen;David Thompson;4/6/2023;Washington, D.C.;826
14185;Sophia Nguyen;David Thompson;4/6/2023;Los Angeles;192
14186;Emily Chen;David Thompson;4/6/2023;Indianapolis;252
14187;Samantha Lee;David Thompson;4/6/2023;Philadelphia;396
14188;Sophia Nguyen;David Thompson;4/6/2023;New York;428
14189;Avery Brown;David Thompson;4/6/2023;New York;672
14190;Avery Brown;David Thompson;4/6/2023;Denver;867
14191;Olivia Davis;David Thompson;4/6/2023;Boston;153
14192;Michael Kim;David Thompson;4/6/2023;Houston;722
14193;Sophia Nguyen;David Thompson;4/6/2023;Atlanta;999
14194;Thomas Martinez;David Thompson;4/6/2023;Los Angeles;744
14195;Sophia Nguyen;David Thompson;4/6/2023;Boston;176
14196;John Smith;David Thompson;4/6/2023;Chicago;984
14197;Jane Doe;David Thompson;4/6/2023;Philadelphia;531
14198;Olivia Davis;David Thompson;4/6/2023;Kansas City;56
14199;William Rodriguez;David Thompson;4/6/2023;Seattle;662
14200;Robert Johnson;David Thompson;4/6/2023;Seattle;406
14201;Jane Doe;David Thompson;4/6/2023;Indianapolis;981
14202;Robert Johnson;David Thompson;4/6/2023;Boston;844
14203;Lucas Wong;David Thompson;4/6/2023;New York;698
14204;Jane Doe;David Thompson;4/6/2023;Orlando;568
14205;John Smith;David Thompson;4/6/2023;Indianapolis;565
14206;Ethan Wilson;David Thompson;4/6/2023;Boston;477
14207;Ethan Wilson;David Thompson;4/6/2023;Washington, D.C.;107
14208;William Rodriguez;David Thompson;4/6/2023;Boston;714
14209;Olivia Davis;David Thompson;4/6/2023;Houston;10
14210;Michael Kim;David Thompson;4/6/2023;Los Angeles;727
14211;Sophia Nguyen;David Thompson;4/6/2023;New York;18
14212;Ethan Wilson;David Thompson;4/6/2023;Seattle;798
14213;Olivia Davis;David Thompson;4/6/2023;Boston;55
14214;Avery Brown;David Thompson;4/6/2023;Houston;872
14215;Thomas Martinez;David Thompson;4/6/2023;Seattle;266
14216;Michael Kim;David Thompson;4/6/2023;Miami;848
14217;Olivia Davis;David Thompson;4/6/2023;Miami;482
14218;Jane Doe;David Thompson;4/6/2023;San Francisco;816
14219;Olivia Davis;David Thompson;4/6/2023;Chicago;158
14220;Isabella Jackson;David Thompson;4/6/2023;Washington, D.C.;709
14221;Thomas Martinez;David Thompson;4/6/2023;Miami;457
14222;Samantha Lee;David Thompson;4/6/2023;Chicago;394
14223;Lucas Wong;David Thompson;4/6/2023;Washington, D.C.;117
14224;Emily Chen;David Thompson;4/6/2023;Indianapolis;242
14225;William Rodriguez;David Thompson;4/6/2023;Miami;300
14226;Robert Johnson;David Thompson;4/6/2023;Boston;250
14227;Benjamin Kim;David Thompson;4/6/2023;Orlando;886
14228;Jane Doe;David Thompson;4/6/2023;Houston;638
14229;Samantha Lee;David Thompson;4/6/2023;Miami;999
14230;Isabella Jackson;David Thompson;4/6/2023;Houston;518
14231;Olivia Davis;David Thompson;4/6/2023;Miami;669
14232;Samantha Lee;David Thompson;4/6/2023;Orlando;570
14233;Sophia Nguyen;David Thompson;4/6/2023;Miami;713
14234;Robert Johnson;David Thompson;4/6/2023;Denver;754
14235;Isabella Jackson;David Thompson;4/6/2023;Atlanta;125
14236;Robert Johnson;David Thompson;4/6/2023;Denver;510
14237;Benjamin Kim;David Thompson;4/6/2023;Orlando;381
14238;Michael Kim;David Thompson;4/6/2023;Washington, D.C.;410
14239;Olivia Davis;David Thompson;4/6/2023;Los Angeles;174
14240;Jane Doe;David Thompson;4/6/2023;Denver;838
14241;Michael Kim;David Thompson;4/6/2023;Orlando;559
14242;Avery Brown;David Thompson;4/6/2023;Orlando;846
14243;Michael Kim;David Thompson;4/6/2023;Indianapolis;499
14244;Emily Chen;David Thompson;4/6/2023;Washington, D.C.;654
14245;Jane Doe;David Thompson;4/6/2023;Philadelphia;512
14246;Ethan Wilson;David Thompson;4/6/2023;Kansas City;720
14247;Emily Chen;David Thompson;4/6/2023;Chicago;348
14248;Jane Doe;David Thompson;4/6/2023;San Francisco;512
14249;Ethan Wilson;David Thompson;4/6/2023;Seattle;86
14250;Olivia Davis;David Thompson;4/6/2023;Atlanta;103
14251;Emily Chen;David Thompson;4/6/2023;Atlanta;966
14252;Jane Doe;David Thompson;4/6/2023;Seattle;422
14253;Michael Kim;David Thompson;4/6/2023;Washington, D.C.;943
14254;Robert Johnson;David Thompson;4/6/2023;Seattle;666
14255;Michael Kim;David Thompson;4/6/2023;Boston;224
14256;Avery Brown;David Thompson;4/6/2023;Los Angeles;874
14257;Isabella Jackson;David Thompson;4/6/2023;Indianapolis;758
14258;Jane Doe;David Thompson;4/6/2023;Indianapolis;392
14259;Isabella Jackson;David Thompson;4/6/2023;Washington, D.C.;306
14260;Emily Chen;David Thompson;4/6/2023;Orlando;182
14261;Emily Chen;David Thompson;4/6/2023;Houston;191
14262;Robert Johnson;David Thompson;4/6/2023;Los Angeles;167
14263;Benjamin Kim;David Thompson;4/6/2023;Kansas City;794
14264;Emily Chen;David Thompson;4/6/2023;Seattle;155
14265;Sophia Nguyen;David Thompson;4/6/2023;San Francisco;336
14266;Isabella Jackson;David Thompson;4/6/2023;Houston;637
14267;Michael Kim;David Thompson;4/6/2023;Miami;304
14268;Thomas Martinez;David Thompson;4/6/2023;Miami;235
14269;Samantha Lee;David Thompson;4/6/2023;Denver;561
14270;Sophia Nguyen;David Thompson;4/6/2023;San Francisco;763
14271;Emily Chen;David Thompson;4/6/2023;Philadelphia;564
14272;Avery Brown;David Thompson;4/6/2023;San Francisco;819
14273;Emily Chen;David Thompson;4/6/2023;Seattle;470
14274;Samantha Lee;David Thompson;4/6/2023;Houston;305
14275;Robert Johnson;David Thompson;4/6/2023;Seattle;949
14276;Benjamin Kim;David Thompson;4/6/2023;Chicago;320
14277;Emily Chen;David Thompson;4/6/2023;Orlando;205
14278;Robert Johnson;David Thompson;4/6/2023;Chicago;937
14279;Sophia Nguyen;David Thompson;4/6/2023;Miami;386
14280;Benjamin Kim;David Thompson;4/6/2023;Indianapolis;374
14281;Emily Chen;David Thompson;4/6/2023;New York;134
14282;Olivia Davis;David Thompson;4/6/2023;New York;270
14283;Sophia Nguyen;David Thompson;4/6/2023;Washington, D.C.;667
14284;Robert Johnson;David Thompson;4/6/2023;San Francisco;358
14285;Michael Kim;David Thompson;4/6/2023;Kansas City;667
14286;Jane Doe;David Thompson;4/6/2023;Washington, D.C.;659
14287;Emily Chen;David Thompson;4/6/2023;Seattle;976
14288;John Smith;David Thompson;4/6/2023;Boston;807
14289;John Smith;David Thompson;4/6/2023;Washington, D.C.;79
14290;Olivia Davis;David Thompson;4/6/2023;Seattle;274
14291;Olivia Davis;David Thompson;4/6/2023;Washington, D.C.;816
14292;Sophia Nguyen;David Thompson;4/6/2023;San Francisco;921
14293;Emily Chen;David Thompson;4/6/2023;Los Angeles;768
14294;Emily Chen;David Thompson;4/6/2023;San Francisco;933
14295;Benjamin Kim;David Thompson;4/6/2023;San Francisco;783
14296;John Smith;David Thompson;4/6/2023;Houston;743
14297;Sophia Nguyen;David Thompson;4/6/2023;Orlando;214
14298;Robert Johnson;David Thompson;4/6/2023;Washington, D.C.;640
14299;Thomas Martinez;David Thompson;4/6/2023;Philadelphia;147
14300;Robert Johnson;David Thompson;4/6/2023;Boston;987
14301;Benjamin Kim;David Thompson;4/6/2023;Denver;891
14302;Sophia Nguyen;David Thompson;4/6/2023;Denver;422
14303;Robert Johnson;David Thompson;4/6/2023;Los Angeles;513
14304;Sophia Nguyen;David Thompson;4/6/2023;Atlanta;562
14305;Ethan Wilson;David Thompson;4/6/2023;New York;434
14306;Lucas Wong;David Thompson;4/6/2023;Seattle;33
14307;Ethan Wilson;David Thompson;4/6/2023;Philadelphia;604
14308;Thomas Martinez;David Thompson;4/6/2023;San Francisco;874
14309;Michael Kim;David Thompson;4/6/2023;Atlanta;618
14310;Ethan Wilson;David Thompson;4/6/2023;Los Angeles;37
14311;Benjamin Kim;David Thompson;4/6/2023;Boston;985
14312;Sophia Nguyen;David Thompson;4/6/2023;San Francisco;810
14313;John Smith;David Thompson;4/6/2023;Seattle;679
14314;Sophia Nguyen;David Thompson;4/6/2023;Boston;292
14315;John Smith;David Thompson;4/6/2023;Houston;31
14316;Emily Chen;David Thompson;4/6/2023;Orlando;963
14317;Sophia Nguyen;David Thompson;4/6/2023;Atlanta;745
14318;John Smith;David Thompson;4/6/2023;Philadelphia;816
14319;William Rodriguez;David Thompson;4/6/2023;Orlando;810
14320;Robert Johnson;David Thompson;4/6/2023;Washington, D.C.;280
14321;Michael Kim;David Thompson;4/6/2023;New York;19
14322;Sophia Nguyen;David Thompson;4/6/2023;Atlanta;66
14323;William Rodriguez;David Thompson;4/6/2023;San Francisco;164
14324;Lucas Wong;David Thompson;4/6/2023;Philadelphia;561
14325;Isabella Jackson;David Thompson;4/6/2023;Philadelphia;904
14326;Robert Johnson;David Thompson;4/6/2023;Houston;390
14327;Avery Brown;David Thompson;4/6/2023;Orlando;691
14328;William Rodriguez;David Thompson;4/6/2023;Kansas City;994
14329;Emily Chen;David Thompson;4/6/2023;Atlanta;470
14330;Emily Chen;David Thompson;4/6/2023;Seattle;268
14331;Samantha Lee;David Thompson;4/6/2023;San Francisco;162
14332;Benjamin Kim;David Thompson;4/6/2023;Seattle;731
14333;Isabella Jackson;David Thompson;4/6/2023;Orlando;891
14334;Benjamin Kim;David Thompson;4/6/2023;Indianapolis;157
14335;Benjamin Kim;David Thompson;4/6/2023;Boston;942
14336;Samantha Lee;David Thompson;4/6/2023;Denver;646
14337;Robert Johnson;David Thompson;4/6/2023;Philadelphia;342
14338;Sophia Nguyen;David Thompson;4/6/2023;Chicago;370
14339;Michael Kim;David Thompson;4/6/2023;Houston;474
14340;Jane Doe;David Thompson;4/6/2023;Miami;178
14341;Olivia Davis;David Thompson;4/6/2023;Washington, D.C.;7
14342;Sophia Nguyen;David Thompson;4/6/2023;Indianapolis;499
14343;Olivia Davis;David Thompson;4/6/2023;Seattle;171
14344;Ethan Wilson;David Thompson;4/6/2023;Philadelphia;371
14345;John Smith;David Thompson;4/6/2023;Philadelphia;8
14346;Benjamin Kim;David Thompson;4/6/2023;Boston;159
14347;Ethan Wilson;David Thompson;4/6/2023;Miami;311
14348;Olivia Davis;David Thompson;4/6/2023;Philadelphia;907
14349;Lucas Wong;David Thompson;4/6/2023;New York;902
14350;Benjamin Kim;David Thompson;4/6/2023;Boston;844
14351;Samantha Lee;David Thompson;4/6/2023;Orlando;637
14352;Olivia Davis;David Thompson;4/6/2023;Orlando;15
14353;William Rodriguez;David Thompson;4/6/2023;Chicago;924
14354;Ethan Wilson;David Thompson;4/6/2023;Chicago;890
14355;John Smith;David Thompson;4/6/2023;Kansas City;642
14356;Avery Brown;David Thompson;4/6/2023;Miami;591
14357;Benjamin Kim;David Thompson;4/6/2023;Philadelphia;332
14358;Sophia Nguyen;David Thompson;4/6/2023;Houston;552
14359;Michael Kim;David Thompson;4/6/2023;New York;335
14360;John Smith;David Thompson;4/6/2023;Orlando;354
14361;John Smith;David Thompson;4/6/2023;Los Angeles;90
14362;Robert Johnson;David Thompson;4/6/2023;Los Angeles;854
14363;Thomas Martinez;David Thompson;4/6/2023;Orlando;558
14364;William Rodriguez;David Thompson;4/6/2023;New York;994
14365;John Smith;David Thompson;4/6/2023;Kansas City;787
14366;Lucas Wong;David Thompson;4/6/2023;San Francisco;622
14367;Ethan Wilson;David Thompson;4/6/2023;Boston;499
14368;Thomas Martinez;David Thompson;4/6/2023;New York;769
14369;Thomas Martinez;David Thompson;4/6/2023;New York;985
14370;Jane Doe;David Thompson;4/6/2023;Miami;166
14371;Isabella Jackson;David Thompson;4/6/2023;San Francisco;193
14372;Jane Doe;David Thompson;4/6/2023;Chicago;548
14373;Ethan Wilson;David Thompson;4/6/2023;Boston;508
14374;John Smith;David Thompson;4/6/2023;Boston;705
14375;Avery Brown;David Thompson;4/6/2023;Denver;670
14376;Jane Doe;David Thompson;4/6/2023;San Francisco;481
14377;Ethan Wilson;David Thompson;4/6/2023;Indianapolis;5
14378;John Smith;David Thompson;4/6/2023;Los Angeles;318
14379;Lucas Wong;David Thompson;4/6/2023;Chicago;867
14380;Robert Johnson;David Thompson;4/6/2023;Philadelphia;946
14381;Isabella Jackson;David Thompson;4/6/2023;Philadelphia;213
14382;William Rodriguez;David Thompson;4/6/2023;Boston;180
14383;Samantha Lee;David Thompson;4/6/2023;Washington, D.C.;940
14384;Emily Chen;David Thompson;4/6/2023;New York;367
14385;Samantha Lee;David Thompson;4/6/2023;Indianapolis;911
14386;William Rodriguez;David Thompson;4/6/2023;Atlanta;298
14387;Isabella Jackson;David Thompson;4/6/2023;Philadelphia;524
14388;Olivia Davis;David Thompson;4/6/2023;Kansas City;616
14389;Olivia Davis;David Thompson;4/6/2023;Philadelphia;617
14390;Thomas Martinez;David Thompson;4/6/2023;Miami;50
14391;Jane Doe;David Thompson;4/6/2023;Miami;55
14392;Benjamin Kim;David Thompson;4/6/2023;San Francisco;107
14393;Sophia Nguyen;David Thompson;4/6/2023;Philadelphia;818
14394;Sophia Nguyen;David Thompson;4/6/2023;Chicago;575
14395;Jane Doe;David Thompson;4/6/2023;Seattle;314
14396;William Rodriguez;David Thompson;4/6/2023;Boston;492
14397;Michael Kim;David Thompson;4/6/2023;Miami;33
14398;Ethan Wilson;David Thompson;4/6/2023;San Francisco;392
14399;Lucas Wong;David Thompson;4/6/2023;Washington, D.C.;339
14400;Jane Doe;David Thompson;4/6/2023;Seattle;608
14401;Olivia Davis;David Thompson;4/6/2023;Orlando;344
14402;Emily Chen;David Thompson;4/6/2023;Seattle;189
14403;Benjamin Kim;David Thompson;4/6/2023;Denver;400
14404;William Rodriguez;David Thompson;4/6/2023;Denver;360
14405;Lucas Wong;David Thompson;4/6/2023;New York;928
14406;Sophia Nguyen;David Thompson;4/6/2023;Kansas City;251
14407;Benjamin Kim;David Thompson;4/6/2023;Orlando;91
14408;Thomas Martinez;David Thompson;4/6/2023;Los Angeles;214
14409;Michael Kim;David Thompson;4/6/2023;Miami;643
14410;Isabella Jackson;David Thompson;4/6/2023;Washington, D.C.;785
14411;Avery Brown;David Thompson;4/6/2023;Miami;307
14412;Olivia Davis;David Thompson;4/6/2023;San Francisco;533
14413;Ethan Wilson;David Thompson;4/6/2023;Denver;763
14414;Lucas Wong;David Thompson;4/6/2023;Washington, D.C.;58
14415;Isabella Jackson;David Thompson;4/6/2023;Atlanta;866
14416;William Rodriguez;David Thompson;4/6/2023;Washington, D.C.;903
14417;Sophia Nguyen;David Thompson;4/6/2023;Boston;389
14418;Emily Chen;David Thompson;4/6/2023;New York;265
14419;Ethan Wilson;David Thompson;4/6/2023;Boston;324
14420;Thomas Martinez;David Thompson;4/6/2023;Washington, D.C.;752
14421;Samantha Lee;David Thompson;4/6/2023;Orlando;209
14422;Olivia Davis;David Thompson;4/6/2023;Los Angeles;253
14423;Robert Johnson;David Thompson;4/6/2023;Indianapolis;537
14424;Avery Brown;David Thompson;4/6/2023;Washington, D.C.;48
14425;Sophia Nguyen;David Thompson;4/6/2023;Philadelphia;239
14426;Lucas Wong;David Thompson;4/6/2023;Washington, D.C.;34
14427;Lucas Wong;David Thompson;4/6/2023;Atlanta;426
14428;William Rodriguez;David Thompson;4/6/2023;Chicago;163
14429;John Smith;David Thompson;4/6/2023;Seattle;685
14430;Robert Johnson;David Thompson;4/6/2023;Orlando;103
14431;Sophia Nguyen;David Thompson;4/6/2023;Denver;932
14432;Lucas Wong;David Thompson;4/6/2023;Los Angeles;31
14433;William Rodriguez;David Thompson;4/6/2023;Kansas City;236
14434;William Rodriguez;David Thompson;4/6/2023;Kansas City;953
14435;Jane Doe;David Thompson;4/6/2023;Atlanta;832
14436;Lucas Wong;David Thompson;4/6/2023;Denver;17
14437;Olivia Davis;David Thompson;4/6/2023;Indianapolis;658
14438;William Rodriguez;David Thompson;4/6/2023;Kansas City;158
14439;Thomas Martinez;David Thompson;4/6/2023;Kansas City;377
14440;Ethan Wilson;David Thompson;4/6/2023;Atlanta;821
14441;Olivia Davis;David Thompson;4/6/2023;Indianapolis;153
14442;Avery Brown;David Thompson;4/6/2023;Orlando;880
14443;John Smith;David Thompson;4/6/2023;Washington, D.C.;504
14444;Sophia Nguyen;David Thompson;4/6/2023;Denver;370
14445;Thomas Martinez;David Thompson;4/6/2023;Denver;225
14446;Avery Brown;David Thompson;4/6/2023;Orlando;806
14447;William Rodriguez;David Thompson;4/6/2023;Miami;111
14448;Sophia Nguyen;David Thompson;4/6/2023;Atlanta;595
14449;William Rodriguez;David Thompson;4/6/2023;Boston;787
14450;Olivia Davis;David Thompson;4/6/2023;Indianapolis;904
14451;Avery Brown;David Thompson;4/6/2023;Chicago;893
14452;Lucas Wong;David Thompson;4/6/2023;Los Angeles;156
14453;Samantha Lee;David Thompson;4/6/2023;Atlanta;245
14454;Samantha Lee;David Thompson;4/6/2023;Orlando;106
14455;William Rodriguez;David Thompson;4/6/2023;Boston;65
14456;Jane Doe;David Thompson;4/6/2023;Washington, D.C.;936
14457;Thomas Martinez;David Thompson;4/6/2023;Washington, D.C.;355
14458;William Rodriguez;David Thompson;4/6/2023;Chicago;115
14459;Lucas Wong;David Thompson;4/6/2023;Philadelphia;601
14460;Lucas Wong;David Thompson;4/6/2023;Denver;761
14461;Sophia Nguyen;David Thompson;4/6/2023;Chicago;420
14462;Robert Johnson;David Thompson;4/6/2023;Orlando;805
14463;Lucas Wong;David Thompson;4/6/2023;Atlanta;451
14464;Thomas Martinez;David Thompson;4/6/2023;New York;576
14465;Michael Kim;David Thompson;4/6/2023;Philadelphia;772
14466;Samantha Lee;David Thompson;4/6/2023;Houston;309
14467;Thomas Martinez;David Thompson;4/6/2023;Atlanta;610
14468;Benjamin Kim;David Thompson;4/6/2023;Los Angeles;78
14469;Michael Kim;David Thompson;4/6/2023;Denver;121
14470;Jane Doe;David Thompson;4/6/2023;Seattle;458
